id,fabricCode,colorCode
1411,Taisum #0690,Custom Colors - Neutrals - #94
1412,Taisum #0690,Custom Colors - Neutrals - #95
1413,Taisum #0690,Custom Colors - Neutrals - #98
1414,Taisum #0690,Custom Colors - Orange - #17
1415,Taisum #0690,Custom Colors - Orange - #52
1416,Taisum #0690,Custom Colors - Orange - #59
1417,Taisum #0690,Custom Colors - Pink - #12
1418,Taisum #0690,Custom Colors - Pink - #14
1419,Taisum #0690,Custom Colors - Pink - #3
1420,Taisum #0690,Custom Colors - Pink - #32
1421,Taisum #0690,Custom Colors - Pink - #4
1422,Taisum #0690,Custom Colors - Pink - #61
1423,Taisum #0690,Custom Colors - Pink - #63
1424,Taisum #0690,Custom Colors - Pink - #72
1425,Taisum #0690,Custom Colors - Purple - #71
1426,Taisum #0690,Custom Colors - Purple - #86
1427,Taisum #0690,Custom Colors - Purple - #90
1428,Taisum #0690,Custom Colors - Red - #18
1429,Taisum #0690,Custom Colors - Red - #27
1430,Taisum #0690,Custom Colors - Red - #31
1431,Taisum #0690,Custom Colors - Red - #54
1432,Taisum #0690,Custom Colors - Red - #56
1433,Taisum #0690,Custom Colors - Yellow - #15
1434,Taisum #0690,Custom Colors - Yellow - #30
1435,Taisum #0690,Custom Colors - Yellow - #6
1436,Taisum #0690,Custom Colors - Yellow - #8
1437,Taisum #0690,Inventory Color - Black - #1
1438,Taisum #0690,Inventory Color - White - #2
1439,Taisum #0690,Inventory Color -Brown - #26
1440,Taisum #0690,MTO Color - - #18
1441,Taisum #0690,MTO Color - Adobe - #43
1442,Taisum #0690,MTO Color - Anchor - #62
1443,Taisum #0690,MTO Color - Anvil Grey - #16
1444,Taisum #0690,MTO Color - Baby Blue - #20
1445,Taisum #0690,MTO Color - Baby Blue - #20; White - #2
1446,Taisum #0690,MTO Color - Baby Pink - #28
1447,Taisum #0690,MTO Color - Baby Yellow - #59
1448,Taisum #0690,MTO Color - Barn Red - #31
1449,Taisum #0690,MTO Color - Begonia - #72
1450,Taisum #0690,MTO Color - Berry - #113
1451,Taisum #0690,MTO Color - Biscotti - #98
1452,Taisum #0690,MTO Color - Black Pepper - #47
1453,Taisum #0690,MTO Color - Blackout - #136
1454,Taisum #0690,MTO Color - Bluff - #123
1455,Taisum #0690,MTO Color - Bottle - #25
1456,Taisum #0690,MTO Color - Brick Dust - #118
1457,Taisum #0690,MTO Color - Burlap - #97
1458,Taisum #0690,MTO Color - Buttercup - #30
1459,Taisum #0690,MTO Color - Camel - #127
1460,Taisum #0690,MTO Color - Cameo - #105
1461,Taisum #0690,MTO Color - Camo - #131
1462,Taisum #0690,MTO Color - Carbon - #21
1463,Taisum #0690,MTO Color - Carriage - #88
1464,Taisum #0690,MTO Color - Caviar - #85
1465,Taisum #0690,MTO Color - Cayenne Brown - #79
1466,Taisum #0690,MTO Color - Celery - #106
1467,Taisum #0690,MTO Color - Cherry Red - #39
1468,Taisum #0690,MTO Color - Claret - #36
1469,Taisum #0690,MTO Color - Cloud Grey - #7
1470,Taisum #0690,MTO Color - Clover Green - #53
1471,Taisum #0690,MTO Color - Cord - #75
1472,Taisum #0690,MTO Color - Cordovan - #137
1473,Taisum #0690,MTO Color - Dark Cherry - #19
1474,Taisum #0690,MTO Color - Dark Plum - #115
1475,Taisum #0690,MTO Color - Dark Roast - #45
1476,Taisum #0690,MTO Color - Dark Slate - #9
1477,Taisum #0690,MTO Color - Dark Spruce - #81
1478,Taisum #0690,MTO Color - Dark Walnut - #100
1479,Taisum #0690,MTO Color - Deep Indigo - #102
1480,Taisum #0690,MTO Color - Deep Navy #102
1481,Taisum #0690,MTO Color - Deep Navy - #102; White - #2
1482,Taisum #0690,MTO Color - Deep Pine - #35
1483,Taisum #0690,MTO Color - Deep Sea - #84
1484,Taisum #0690,MTO Color - Dove - #90
1485,Taisum #0690,MTO Color - Dragonfruit - #3
1486,Taisum #0690,MTO Color - Dune Grey - #74
1487,Taisum #0690,MTO Color - Dune Tan - #128
1488,Taisum #0690,MTO Color - Eggplant - #116
1489,Taisum #0690,MTO Color - Eucalyptus - #130
1490,Taisum #0690,MTO Color - Fatigue - #69
1491,Taisum #0690,MTO Color - Fir - #120
1492,Taisum #0690,MTO Color - Fire - #41
1493,Taisum #0690,MTO Color - Flax Seed - #76
1494,Taisum #0690,MTO Color - Forest - #110
1495,Taisum #0690,MTO Color - Hay - #95
1496,Taisum #0690,MTO Color - Hemlock - #46
1497,Taisum #0690,MTO Color - Heron - #2
1498,Taisum #0690,MTO Color - Holly - #111
1499,Taisum #0690,MTO Color - Honey Butter - #17
1500,Taisum #0690,MTO Color - Ink Blue - #40
1501,Taisum #0690,MTO Color - Inkwell - #112
1502,Taisum #0690,MTO Color - Jet Black - #42
1503,Taisum #0690,MTO Color - Kelly - #55
1504,Taisum #0690,MTO Color - Latte - #50
1505,Taisum #0690,MTO Color - Lichen Grey - #24
1506,Taisum #0690,MTO Color - Limestone - #94
1507,Taisum #0690,MTO Color - Loden - #104
1508,Taisum #0690,MTO Color - Maple - #99
1509,Taisum #0690,MTO Color - Maroon #36
1510,Taisum #0690,MTO Color - Maroon - #133
1511,Taisum #0690,MTO Color - Mesquite - #96
1512,Taisum #0690,MTO Color - Midnight Black - #1
1513,Taisum #0690,MTO Color - Mint Leaf - #23
1514,Taisum #0690,MTO Color - Misty - #91
1515,Taisum #0690,MTO Color - Molasses - #107
1516,Taisum #0690,MTO Color - Morning - #122
1517,Taisum #0690,MTO Color - Moss Green - #109
1518,Taisum #0690,MTO Color - Natural - #64
1519,Taisum #0690,MTO Color - Navy - #37
1520,Taisum #0690,MTO Color - Nectarine - #52
1521,Taisum #0690,MTO Color - Nickel - #29
1522,Taisum #0690,MTO Color - Night - #37
1523,Taisum #0690,MTO Color - Oat - #126
1524,Taisum #0690,MTO Color - Oat Milk - #15
1525,Taisum #0690,MTO Color - Off White - #34
1526,Taisum #0690,MTO Color - Orchid Haze - #86
1527,Taisum #0690,MTO Color - Oxheart - #132
1528,Taisum #0690,MTO Color - Oyster - #92
1529,Taisum #0690,MTO Color - Paprika - #27
1530,Taisum #0690,MTO Color - Patina - #51
1531,Taisum #0690,MTO Color - Pear - #77
1532,Taisum #0690,MTO Color - Pebble Grey - #11
1533,Taisum #0690,MTO Color - Penny - #117
1534,Taisum #0690,MTO Color - Pickle - #60
1535,Taisum #0690,MTO Color - Pine Needle - #70
1536,Taisum #0690,MTO Color - Platinum - #89
1537,Taisum #0690,MTO Color - Porcelain - #66
1538,Taisum #0690,MTO Color - Port - #134
1539,Taisum #0690,MTO Color - Praline - #67
1540,Taisum #0690,MTO Color - Pumice - #93
1541,Taisum #0690,MTO Color - Raspberry - #32
1542,Taisum #0690,MTO Color - Redwood - #68
1543,Taisum #0690,MTO Color - Roast - #83
1544,Taisum #0690,MTO Color - Rose Quartz - #4
1545,Taisum #0690,MTO Color - Rosewater - #14
1546,Taisum #0690,MTO Color - Sable - #119
1547,Taisum #0690,MTO Color - Saffron - #6
1548,Taisum #0690,MTO Color - Sage Brush - #73
1549,Taisum #0690,MTO Color - Sandpiper - #129
1550,Taisum #0690,MTO Color - Sangria - #114
1551,Taisum #0690,MTO Color - Sea Foam - #49
1552,Taisum #0690,MTO Color - Sedona - #38
1553,Taisum #0690,MTO Color - Sesame - #121
1554,Taisum #0690,MTO Color - Shamrock Green - #44
1555,Taisum #0690,MTO Color - Shore - #10
1556,Taisum #0690,MTO Color - Shortcake - #125
1557,Taisum #0690,MTO Color - Silver Sage - #87
1558,Taisum #0690,MTO Color - Spa - #5
1559,Taisum #0690,MTO Color - Spice - #82
1560,Taisum #0690,MTO Color - Stream - #57
1561,Taisum #0690,MTO Color - Sweet Pea - #8
1562,Taisum #0690,MTO Color - Tar - #135
1563,Taisum #0690,MTO Color - Tar - #138
1564,Taisum #0690,MTO Color - Tea Rose - #63
1565,Taisum #0690,MTO Color - Thrift - #12
1566,Taisum #0690,MTO Color - Tide - #58
1567,Taisum #0690,MTO Color - Tomato - #56
1568,Taisum #0690,MTO Color - True Navy - #22
1569,Taisum #0690,MTO Color - Turmeric - #78
1570,Taisum #0690,MTO Color - Twig - #80
1571,Taisum #0690,MTO Color - Vineyard - #103
1572,Taisum #0690,MTO Color - Vintage Rose - #124
1573,Taisum #0690,MTO Color - Wisteria Fog - #71
1574,Taisum #0690,MTO Color - Wrought Iron - #101
1575,Taisum #0690,MTO color - Baby Pink - #28; White - #2
1576,Taisum #0690,MTO color - Black - #1; Black - #1
1577,Taisum #0690,MTO color - Black - #1; White - #2
1578,Taisum #0690,MTO color - Brown - #26
1579,Taisum #0690,MTO color - Brown - #26; White - #2
1580,Taisum #0690,MTO color - Green #109
1581,Taisum #0690,MTO color - Royal - #33
1582,Taisum #0690,MTO color - White - #2; White - #2
1583,Taisum #1033,Custom Colors - Beige - #51
1584,Taisum #1033,Custom Colors - Blues - #13
1585,Taisum #1033,Custom Colors - Blues - #19
1586,Taisum #1033,Custom Colors - Blues - #20
1587,Taisum #1033,Custom Colors - Blues - #31
1588,Taisum #1033,Custom Colors - Blues - #38
1589,Taisum #1033,Custom Colors - Blues - #54
1590,Taisum #1033,Custom Colors - Grays - #04
1591,Taisum #1033,Custom Colors - Grays - #07
1592,Taisum #1033,Custom Colors - Grays - #11
1593,Taisum #1033,Custom Colors - Grays - #23
1594,Taisum #1033,Custom Colors - Grays - #28
1595,Taisum #1033,Custom Colors - Grays - #39
1596,Taisum #1033,Custom Colors - Grays - #45
1597,Taisum #1033,Custom Colors - Grays - #46
1598,Taisum #1033,Custom Colors - Grays - #47
1599,Taisum #1033,Custom Colors - Greens - #14
1600,Taisum #1033,Custom Colors - Greens - #16
1601,Taisum #1033,Custom Colors - Greens - #27
1602,Taisum #1033,Custom Colors - Greens - #29
1603,Taisum #1033,Custom Colors - Greens - #30
1604,Taisum #1033,Custom Colors - Greens - #35
1605,Taisum #1033,Custom Colors - Greens - #37
1606,Taisum #1033,Custom Colors - Greens - #44
1607,Taisum #1033,Custom Colors - Greens - #52
1608,Taisum #1033,Custom Colors - Greens - #55
1609,Taisum #1033,Custom Colors - Greens - #56
1610,Taisum #1033,Custom Colors - Neutrals - #06
1611,Taisum #1033,Custom Colors - Neutrals - #08
1612,Taisum #1033,Custom Colors - Neutrals - #12
1613,Taisum #1033,Custom Colors - Neutrals - #22
1614,Taisum #1033,Custom Colors - Neutrals - #24
1615,Taisum #1033,Custom Colors - Neutrals - #25
1616,Taisum #1033,Custom Colors - Neutrals - #34
1617,Taisum #1033,Custom Colors - Neutrals - #49
1618,Taisum #1033,Custom Colors - Neutrals - #50
1619,Taisum #1033,Custom Colors - Off White - #1
1620,Taisum #1033,Custom Colors - Orange - #9
1621,Taisum #1033,Custom Colors - Purple - #15
1622,Taisum #1033,Custom Colors - Purple - #26
1623,Taisum #1033,Custom Colors - Purple - #36
1624,Taisum #1033,Custom Colors - Purple - #43
1625,Taisum #1033,Custom Colors - Purple - #53
1626,Taisum #1033,Custom Colors - Purple - #57
1627,Taisum #1033,Custom Colors - Red - #18
1628,Taisum #1033,Custom Colors - Red - #32
1629,Taisum #1033,Custom Print # Light Camo
1630,Taisum #1033,Dark Chocolate #48 Cream Polka Dot - 11-4302 TCX
1631,Taisum #1033,Inventory Color - Ash Grey - #46
1632,Taisum #1033,Inventory Color - Black - #17
1633,Taisum #1033,Inventory Color - Buttermilk - #3
1634,Taisum #1033,Inventory Color - Navy - #31
1635,Taisum #1033,Inventory Color - Pink - #21
1636,Taisum #1033,Inventory Color - Sand - #5
1637,Taisum #1033,Inventory Color - Slate Blue - #54
1638,Taisum #1033,Inventory Color - White - #2
1639,Taisum #1033,MTO Color - Acorn # 08
1640,Taisum #1033,MTO Color - Almond # 10
1641,Taisum #1033,MTO Color - Anvil # 39
1642,Taisum #1033,MTO Color - Ash Grey #46 & Navy #31
1643,Taisum #1033,MTO Color - Ash Grey - #46
1644,Taisum #1033,MTO Color - Ash/Cherry - #46/#18
1645,Taisum #1033,MTO Color - Aubergine # 36
1646,Taisum #1033,MTO Color - Bahama Yellow - #51
1647,Taisum #1033,MTO Color - Bark # 34
1648,Taisum #1033,MTO Color - Black - #17
1649,Taisum #1033,MTO Color - Burgundy - #57
1650,Taisum #1033,MTO Color - Buttermilk #3 & Navy #31
1651,Taisum #1033,MTO Color - Buttermilk - #3
1652,Taisum #1033,MTO Color - Cherry - #18
1653,Taisum #1033,MTO Color - Chestnut # 42
1654,Taisum #1033,MTO Color - Cinder # 16
1655,Taisum #1033,MTO Color - Clover # 14
1656,Taisum #1033,MTO Color - Coal # 44
1657,Taisum #1033,MTO Color - Cornflower # 15
1658,Taisum #1033,MTO Color - Crimson #32 & Pink #21
1659,Taisum #1033,MTO Color - Crimson Red - #32
1660,Taisum #1033,MTO Color - Cypress # 55
1661,Taisum #1033,MTO Color - Dark Chocolate #48 & Buttermilk #3
1662,Taisum #1033,MTO Color - Dark Chocolate #48 & Pink #21
1663,Taisum #1033,MTO Color - Dark Chocolate - #48
1664,Taisum #1033,MTO Color - Denim Blue - #38
1665,Taisum #1033,MTO Color - Driftwood # 25
1666,Taisum #1033,MTO Color - Elderberry # 43
1667,Taisum #1033,MTO Color - Fig # JF-015
1668,Taisum #1033,MTO Color - Flint # 11
1669,Taisum #1033,MTO Color - Forest Green - #35
1670,Taisum #1033,MTO Color - Grain # 22
1671,Taisum #1033,MTO Color - Graphite # 07
1672,Taisum #1033,MTO Color - Green - #37
1673,Taisum #1033,MTO Color - Harbor # 38
1674,Taisum #1033,MTO Color - Heathered Grey - #4
1675,Taisum #1033,MTO Color - Hemp # 12
1676,Taisum #1033,MTO Color - Hunter # 37
1677,Taisum #1033,MTO Color - Ink # 13
1678,Taisum #1033,MTO Color - Khaki # 06
1679,Taisum #1033,MTO Color - Lichen # 29
1680,Taisum #1033,MTO Color - Mocha # 40
1681,Taisum #1033,MTO Color - Mocha #143
1682,Taisum #1033,MTO Color - Mulled Wine - # 26
1683,Taisum #1033,MTO Color - Mushroom # 50
1684,Taisum #1033,MTO Color - Navy #31 & Buttermilk #3
1685,Taisum #1033,MTO Color - Navy - #31
1686,Taisum #1033,MTO Color - Navy with White Stripes - #31 #2
1687,Taisum #1033,MTO Color - Navy/White - #31/#2
1688,Taisum #1033,MTO Color - Oatmeal # 45
1689,Taisum #1033,MTO Color - Olive # 27
1690,Taisum #1033,MTO Color - Pebble # Camo
1691,Taisum #1033,MTO Color - Pink #21& Ash Grey #46
1692,Taisum #1033,MTO Color - Pink - #21
1693,Taisum #1033,MTO Color - Royal Blue - #19
1694,Taisum #1033,MTO Color - Sage # 52
1695,Taisum #1033,MTO Color - Sage Green - #23
1696,Taisum #1033,MTO Color - Sand - #5
1697,Taisum #1033,MTO Color - Sandstone # 49
1698,Taisum #1033,MTO Color - Shale # Leopard
1699,Taisum #1033,MTO Color - Slate Blue #54 & White #2
1700,Taisum #1033,MTO Color - Slate Blue - #46
1701,Taisum #1033,MTO Color - Slate Blue - #54
1702,Taisum #1033,MTO Color - Spruce # 30
1703,Taisum #1033,MTO Color - Tangerine # 09
1704,Taisum #1033,MTO Color - Taupe # 24
1705,Taisum #1033,MTO Color - Thistle # 53
1706,Taisum #1033,MTO Color - Tobacco # 41
1707,Taisum #1033,MTO Color - Walnut # 33
1708,Taisum #1033,MTO Color - White # 01
1709,Taisum #1033,MTO Color - White - #2
1710,Taisum #1033,MTO Color - White with Navy Stripes - #2 #31
1711,Taisum #1033,MTO Color - White/Navy - #2/#31
1712,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Army Green - #37
1713,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Baby Pink - #12
1714,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Beige - #3
1715,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Black - #4
1716,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Blue - #29
1717,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Bright Blue - #47
1718,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Bright Pink - #33
1719,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Charcoal Grey - #52
1720,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Coffee Brown - #11
1721,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Coral Pink - #40
1722,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Cream - #45
1723,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Dark Brown - #1
1724,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Dark Brown - #21
1725,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Deep Blue - #38
1726,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Deep Red - #36
1727,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Deep Teal - #28
1728,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Grey - #16
1729,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Indigo - #44
1730,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Light Blue - #19
1731,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Light Blush - #31
1732,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Light Mauve - #25
1733,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Maroon - #42
1734,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Navy - #22
1735,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Nude Pink - #49
1736,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Off White - #2
1737,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Olive - #14
1738,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Orange Red - #13
1739,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Red - #26
1740,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Royal Blue - #9
1741,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Rust Brown - #18
1742,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Salmon - #53
1743,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Sand - #10
1744,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Silver Grey - #27
1745,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Soft Pink - #43
1746,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Steel Blue - #17
1747,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Taupe - #23
1748,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Teal Blue - #7
1749,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - White - #20
1750,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Wine - #55
1751,Tianxing Textile Fabric Code: SL 6861 - 220GSM,Custom Color - Yellow - #34
1752,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Apple Green - #71
1753,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Army Green - #38
1754,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Ash Grey - #19
1755,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Baby Blue - #73
1756,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Beige - #29
1757,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Bright Red - #7
1758,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Bright Yellow - #27
1759,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Charcoal - #26
1760,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Chocolate Brown - #20
1761,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Classic Blue - #64
1762,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Cool Grey - #45
1763,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Coral - #5
1764,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Cream - #23
1765,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Crimson - #53
1766,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Dark Green - #16
1767,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Dark Grey - #47
1768,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Dark Teal - #21
1769,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Deep Navy - #56
1770,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Deep Purple - #13
1771,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Denim Blue - #32
1772,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Dusty Pink - #34
1773,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Fuchsia - #60
1774,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Golden Yellow - #74
1775,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Grass Green - #54
1776,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Grey - #4
1777,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Hot Pink - #10
1778,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Indigo - #57
1779,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Jet Black - #12
1780,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Lavender - #42
1781,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Lemon Yellow - #67
1782,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Light Blue - #44
1783,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Light Grey - #36
1784,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Light Silver - #69
1785,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Lime Green - #40
1786,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Magenta - #62
1787,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Maroon - #31
1788,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Midnight Blue - #51
1789,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Mint - #24
1790,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Moss Green - #65
1791,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Navy Blue - #11
1792,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Neon Green - #30
1793,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Nude - #25
1794,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Off White - #6
1795,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Olive - #37
1796,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Orange - #28
1797,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Peach - #41
1798,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Plum - #14
1799,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Purple - #35
1800,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Rose Pink - #49
1801,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Royal Purple - #59
1802,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Sage - #39
1803,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Sand - #46
1804,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Scarlet - #58
1805,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Silver Grey - #61
1806,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Sky Blue - #50
1807,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Slate Grey - #33
1808,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Snow White - #70
1809,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Soft Cream - #72
1810,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Steel Grey - #15
1811,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Taupe - #22
1812,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Teal - #17
1813,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - True Red - #52
1814,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Violet - #68
1815,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Warm Grey - #48
1816,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Wine Red - #3
1817,Tianxing Textile Fabric Code: TR 140 - 140GSM,Custom Color - Yellow - #9
1818,Tianxing Textile Fabric Code: TR 140 - 140GSM,MTO Color - Black #1
1819,Tianxing Textile Fabric Code: TR 140 - 140GSM,MTO Color - White - #2
1820,"Wanbang # 8966, 220 gsm",Custom Color - Aqua Teal - #83
1821,"Wanbang # 8966, 220 gsm",Custom Color - Army Green - #85
1822,"Wanbang # 8966, 220 gsm",Custom Color - Ash Grey - #30
1823,"Wanbang # 8966, 220 gsm",Custom Color - Baby Blue - #120
1824,"Wanbang # 8966, 220 gsm",Custom Color - Baby Pink - #34
1825,"Wanbang # 8966, 220 gsm",Custom Color - Berry Purple - #77
1826,"Wanbang # 8966, 220 gsm",Custom Color - Blush Pink - #14
1827,"Wanbang # 8966, 220 gsm",Custom Color - Brick Red - #107
1828,"Wanbang # 8966, 220 gsm",Custom Color - Bright Orange - #22
1829,"Wanbang # 8966, 220 gsm",Custom Color - Bright Red - #4
1830,"Wanbang # 8966, 220 gsm",Custom Color - Bright White - #104
1831,"Wanbang # 8966, 220 gsm",Custom Color - Bronze Brown - #82
1832,"Wanbang # 8966, 220 gsm",Custom Color - Butter Yellow - #13
1833,"Wanbang # 8966, 220 gsm",Custom Color - Candy Pink - #53
1834,"Wanbang # 8966, 220 gsm",Custom Color - Carbon Black - #80
1835,"Wanbang # 8966, 220 gsm",Custom Color - Chalk White - #101
1836,"Wanbang # 8966, 220 gsm",Custom Color - Charcoal Black - #3
1837,"Wanbang # 8966, 220 gsm",Custom Color - Cherry Red - #88
1838,"Wanbang # 8966, 220 gsm",Custom Color - Chestnut Brown - #49
1839,"Wanbang # 8966, 220 gsm",Custom Color - Classic Blue - #89
1840,"Wanbang # 8966, 220 gsm",Custom Color - Clean White - #109
1841,"Wanbang # 8966, 220 gsm",Custom Color - Cocoa Brown - #28
1842,"Wanbang # 8966, 220 gsm",Custom Color - Coffee Brown - #38
1843,"Wanbang # 8966, 220 gsm",Custom Color - Cool Blue - #10
1844,"Wanbang # 8966, 220 gsm",Custom Color - Cool Grey - #42
1845,"Wanbang # 8966, 220 gsm",Custom Color - Cool White - #105
1846,"Wanbang # 8966, 220 gsm",Custom Color - Coral - #26
1847,"Wanbang # 8966, 220 gsm",Custom Color - Cream Beige - #37
1848,"Wanbang # 8966, 220 gsm",Custom Color - Crimson Red - #73
1849,"Wanbang # 8966, 220 gsm",Custom Color - Dark Ash Grey - #86
1850,"Wanbang # 8966, 220 gsm",Custom Color - Dark Chocolate - #113
1851,"Wanbang # 8966, 220 gsm",Custom Color - Dark Cocoa - #71
1852,"Wanbang # 8966, 220 gsm",Custom Color - Dark Coffee - #78
1853,"Wanbang # 8966, 220 gsm",Custom Color - Dark Olive - #99
1854,"Wanbang # 8966, 220 gsm",Custom Color - Deep Blue - #66
