id,fabricCode,colorCode
1855,"Wanbang # 8966, 220 gsm",Custom Color - Deep Green - #112
1856,"Wanbang # 8966, 220 gsm",Custom Color - Deep Navy - #87
1857,"Wanbang # 8966, 220 gsm",Custom Color - Deep Purple - #45
1858,"Wanbang # 8966, 220 gsm",Custom Color - Denim Blue - #19
1859,"Wanbang # 8966, 220 gsm",Custom Color - Desert Beige - #111
1860,"Wanbang # 8966, 220 gsm",Custom Color - Dusty Pink - #11
1861,"Wanbang # 8966, 220 gsm",Custom Color - Dusty Purple - #96
1862,"Wanbang # 8966, 220 gsm",Custom Color - Earth Brown - #60
1863,"Wanbang # 8966, 220 gsm",Custom Color - Eggplant Purple - #121
1864,"Wanbang # 8966, 220 gsm",Custom Color - Eggshell White - #41
1865,"Wanbang # 8966, 220 gsm",Custom Color - Flamingo Pink - #54
1866,"Wanbang # 8966, 220 gsm",Custom Color - Forest Green - #74
1867,"Wanbang # 8966, 220 gsm",Custom Color - Fresh Green - #9
1868,"Wanbang # 8966, 220 gsm",Custom Color - Fresh Mint - #110
1869,"Wanbang # 8966, 220 gsm",Custom Color - Golden Yellow - #108
1870,"Wanbang # 8966, 220 gsm",Custom Color - Granite Grey - #95
1871,"Wanbang # 8966, 220 gsm",Custom Color - Grape Purple - #119
1872,"Wanbang # 8966, 220 gsm",Custom Color - Graphite Grey - #64
1873,"Wanbang # 8966, 220 gsm",Custom Color - Heather Grey - #47
1874,"Wanbang # 8966, 220 gsm",Custom Color - Hot Pink - #62
1875,"Wanbang # 8966, 220 gsm",Custom Color - Ice Blue - #115
1876,"Wanbang # 8966, 220 gsm",Custom Color - Ink Black - #79
1877,"Wanbang # 8966, 220 gsm",Custom Color - Ivory White - #18
1878,"Wanbang # 8966, 220 gsm",Custom Color - Jet Black - #44
1879,"Wanbang # 8966, 220 gsm",Custom Color - Lavender - #16
1880,"Wanbang # 8966, 220 gsm",Custom Color - Light Blue - #1
1881,"Wanbang # 8966, 220 gsm",Custom Color - Light Cream - #124
1882,"Wanbang # 8966, 220 gsm",Custom Color - Light Olive - #97
1883,"Wanbang # 8966, 220 gsm",Custom Color - Light Sand - #57
1884,"Wanbang # 8966, 220 gsm",Custom Color - Light Taupe - #23
1885,"Wanbang # 8966, 220 gsm",Custom Color - Lilac - #27
1886,"Wanbang # 8966, 220 gsm",Custom Color - Lime Green - #40
1887,"Wanbang # 8966, 220 gsm",Custom Color - Maroon - #117
1888,"Wanbang # 8966, 220 gsm",Custom Color - Matte Black - #92
1889,"Wanbang # 8966, 220 gsm",Custom Color - Medium Grey - #114
1890,"Wanbang # 8966, 220 gsm",Custom Color - Midnight Black - #46
1891,"Wanbang # 8966, 220 gsm",Custom Color - Military Olive - #98
1892,"Wanbang # 8966, 220 gsm",Custom Color - Mint Green - #15
1893,"Wanbang # 8966, 220 gsm",Custom Color - Mist Grey - #67
1894,"Wanbang # 8966, 220 gsm",Custom Color - Moss Green - #20
1895,"Wanbang # 8966, 220 gsm",Custom Color - Mud Brown - #76
1896,"Wanbang # 8966, 220 gsm",Custom Color - Mustard Yellow - #31
1897,"Wanbang # 8966, 220 gsm",Custom Color - Navy Blue - #56
1898,"Wanbang # 8966, 220 gsm",Custom Color - Neutral Grey - #106
1899,"Wanbang # 8966, 220 gsm",Custom Color - Nude Beige - #29
1900,"Wanbang # 8966, 220 gsm",Custom Color - Ocean Teal - #90
1901,"Wanbang # 8966, 220 gsm",Custom Color - Olive Drab - #93
1902,"Wanbang # 8966, 220 gsm",Custom Color - Olive Green - #12
1903,"Wanbang # 8966, 220 gsm",Custom Color - Orchid Purple - #70
1904,"Wanbang # 8966, 220 gsm",Custom Color - Pale Cream - #58
1905,"Wanbang # 8966, 220 gsm",Custom Color - Pale Yellow - #5
1906,"Wanbang # 8966, 220 gsm",Custom Color - Peach - #8
1907,"Wanbang # 8966, 220 gsm",Custom Color - Petal Pink - #61
1908,"Wanbang # 8966, 220 gsm",Custom Color - Pine Green - #118
1909,"Wanbang # 8966, 220 gsm",Custom Color - Pink Rose - #51
1910,"Wanbang # 8966, 220 gsm",Custom Color - Pitch Black - #72
1911,"Wanbang # 8966, 220 gsm",Custom Color - Plum - #32
1912,"Wanbang # 8966, 220 gsm",Custom Color - Powder Pink - #36
1913,"Wanbang # 8966, 220 gsm",Custom Color - Pure White - #6
1914,"Wanbang # 8966, 220 gsm",Custom Color - Rose Pink - #25
1915,"Wanbang # 8966, 220 gsm",Custom Color - Rosy Pink - #65
1916,"Wanbang # 8966, 220 gsm",Custom Color - Royal Blue - #52
1917,"Wanbang # 8966, 220 gsm",Custom Color - Royal Purple - #91
1918,"Wanbang # 8966, 220 gsm",Custom Color - Rustic Brown - #100
1919,"Wanbang # 8966, 220 gsm",Custom Color - Saddle Brown - #116
1920,"Wanbang # 8966, 220 gsm",Custom Color - Sage Green - #75
1921,"Wanbang # 8966, 220 gsm",Custom Color - Sand Beige - #17
1922,"Wanbang # 8966, 220 gsm",Custom Color - Scarlet Red - #35
1923,"Wanbang # 8966, 220 gsm",Custom Color - Silver Grey - #55
1924,"Wanbang # 8966, 220 gsm",Custom Color - Sky Blue - #24
1925,"Wanbang # 8966, 220 gsm",Custom Color - Slate Grey - #81
1926,"Wanbang # 8966, 220 gsm",Custom Color - Snow White - #59
1927,"Wanbang # 8966, 220 gsm",Custom Color - Soft Blush - #69
1928,"Wanbang # 8966, 220 gsm",Custom Color - Soft Cream - #7
1929,"Wanbang # 8966, 220 gsm",Custom Color - Soft Ivory - #102
1930,"Wanbang # 8966, 220 gsm",Custom Color - Soft Lilac - #33
1931,"Wanbang # 8966, 220 gsm",Custom Color - Soft Rose - #48
1932,"Wanbang # 8966, 220 gsm",Custom Color - Spring Green - #123
1933,"Wanbang # 8966, 220 gsm",Custom Color - Steel Grey - #39
1934,"Wanbang # 8966, 220 gsm",Custom Color - Storm Grey - #84
1935,"Wanbang # 8966, 220 gsm",Custom Color - Sun Yellow - #122
1936,"Wanbang # 8966, 220 gsm",Custom Color - Teal Blue - #63
1937,"Wanbang # 8966, 220 gsm",Custom Color - True Black - #68
1938,"Wanbang # 8966, 220 gsm",Custom Color - Vanilla Cream - #50
1939,"Wanbang # 8966, 220 gsm",Custom Color - Violet - #21
1940,"Wanbang # 8966, 220 gsm",Custom Color - Walnut Brown - #43
1941,"Wanbang # 8966, 220 gsm",Custom Color - Warm Cream - #103
1942,"Wanbang # 8966, 220 gsm",Custom Color - Warm White - #2
1943,"Wanbang # 8966, 220 gsm",Custom Color - Wine Red - #94
1944,XinCaiFeng 18001 460 G,Baby Pink/White #46
1945,XinCaiFeng 18001 460 G,Ice Blue/White Stripe #68
1946,XinCaiFeng 18732 460 G,Crimson/Pink #8
1947,"Xinghai, fabric number: 3A3505",Custom Color - Black with Sand Stripe - #21
1948,"Xinghai, fabric number: 3A3505",Custom Color - Black with White Stripe - #2
1949,"Xinghai, fabric number: 3A3505",Custom Color - Bright Red with White Stripe - #15
1950,"Xinghai, fabric number: 3A3505",Custom Color - Burgundy with White Stripe - #4
1951,"Xinghai, fabric number: 3A3505",Custom Color - Camel Brown with White Stripe - #11
1952,"Xinghai, fabric number: 3A3505",Custom Color - Charcoal Grey with Mustard Stripe - #18
1953,"Xinghai, fabric number: 3A3505",Custom Color - Charcoal Grey with White Stripe - #14
1954,"Xinghai, fabric number: 3A3505",Custom Color - Dark Charcoal with White Stripe - #16
1955,"Xinghai, fabric number: 3A3505",Custom Color - Dark Navy with White Stripe - #3
1956,"Xinghai, fabric number: 3A3505",Custom Color - Denim Blue with White Stripe - #12
1957,"Xinghai, fabric number: 3A3505",Custom Color - Dusty Purple with White Stripe - #7
1958,"Xinghai, fabric number: 3A3505",Custom Color - Forest Green with White Stripe - #10
1959,"Xinghai, fabric number: 3A3505",Custom Color - Hot Pink with White Stripe - #5
1960,"Xinghai, fabric number: 3A3505",Custom Color - Light Grey with Black Stripe - #1
1961,"Xinghai, fabric number: 3A3505",Custom Color - Light Grey with Black Stripe - #17
1962,"Xinghai, fabric number: 3A3505",Custom Color - Olive Green with White Stripe - #8
1963,"Xinghai, fabric number: 3A3505",Custom Color - Periwinkle Blue with White Stripe - #6
1964,"Xinghai, fabric number: 3A3505",Custom Color - Royal Blue with Mustard Stripe - #19
1965,"Xinghai, fabric number: 3A3505",Custom Color - Royal Blue with White Stripe - #9
1966,"Xinghai, fabric number: 3A3505",Custom Color - Same as the Proof
1967,"Xinghai, fabric number: 3A3505",Custom Color - Sand Beige with Black Stripe - #20
1968,"Xinghai, fabric number: 3A3505",Custom Color - Steel Blue with White Stripe - #13
1969,YiWan # 8001 - 95 GSM,Custom Color - Aqua Blue - #41
1970,YiWan # 8001 - 95 GSM,Custom Color - Aqua Green - #5
1971,YiWan # 8001 - 95 GSM,Custom Color - Army Green - #75
1972,YiWan # 8001 - 95 GSM,Custom Color - Ash Grey - #76
1973,YiWan # 8001 - 95 GSM,Custom Color - Baby Blue - #100
1974,YiWan # 8001 - 95 GSM,Custom Color - Baby Pink - #4
1975,YiWan # 8001 - 95 GSM,Custom Color - Beige Grey - #103
1976,YiWan # 8001 - 95 GSM,Custom Color - Blush Pink - #65
1977,YiWan # 8001 - 95 GSM,Custom Color - Bottle Green - #128
1978,YiWan # 8001 - 95 GSM,Custom Color - Brick Red - #107
1979,YiWan # 8001 - 95 GSM,Custom Color - Bright Green - #64
1980,YiWan # 8001 - 95 GSM,Custom Color - Bright Orange - #54
1981,YiWan # 8001 - 95 GSM,Custom Color - Bright Red - #1
1982,YiWan # 8001 - 95 GSM,Custom Color - Burgundy - #117
1983,YiWan # 8001 - 95 GSM,Custom Color - Chestnut - #43
1984,YiWan # 8001 - 95 GSM,Custom Color - Classic Red - #81
1985,YiWan # 8001 - 95 GSM,Custom Color - Clay Brown - #33
1986,YiWan # 8001 - 95 GSM,Custom Color - Clean White - #12
1987,YiWan # 8001 - 95 GSM,Custom Color - Cocoa Brown - #72
1988,YiWan # 8001 - 95 GSM,Custom Color - Cool White - #104
1989,YiWan # 8001 - 95 GSM,Custom Color - Cool White - #16
1990,YiWan # 8001 - 95 GSM,Custom Color - Copper Orange - #49
1991,YiWan # 8001 - 95 GSM,Custom Color - Coral Pink - #45
1992,YiWan # 8001 - 95 GSM,Custom Color - Cream Grey - #106
1993,YiWan # 8001 - 95 GSM,Custom Color - Cream Yellow - #70
1994,YiWan # 8001 - 95 GSM,Custom Color - Crisp White - #92
1995,YiWan # 8001 - 95 GSM,Custom Color - Cyan Blue - #59
1996,YiWan # 8001 - 95 GSM,Custom Color - Dark Brown - #11
1997,YiWan # 8001 - 95 GSM,Custom Color - Dark Chocolate - #25
1998,YiWan # 8001 - 95 GSM,Custom Color - Dark Coffee - #113
1999,YiWan # 8001 - 95 GSM,Custom Color - Dark Plum - #126
2000,YiWan # 8001 - 95 GSM,Custom Color - Dark Teal - #123
2001,YiWan # 8001 - 95 GSM,Custom Color - Dark Teal - #94
2002,YiWan # 8001 - 95 GSM,Custom Color - Deep Green - #88
2003,YiWan # 8001 - 95 GSM,Custom Color - Deep Navy - #98
2004,YiWan # 8001 - 95 GSM,Custom Color - Deep Olive - #112
2005,YiWan # 8001 - 95 GSM,Custom Color - Deep Pink - #121
2006,YiWan # 8001 - 95 GSM,Custom Color - Deep Pink - #7
2007,YiWan # 8001 - 95 GSM,Custom Color - Deep Purple - #58
2008,YiWan # 8001 - 95 GSM,Custom Color - Deep Teal - #36
2009,YiWan # 8001 - 95 GSM,Custom Color - Denim Blue - #120
2010,YiWan # 8001 - 95 GSM,Custom Color - Desert Beige - #111
2011,YiWan # 8001 - 95 GSM,Custom Color - Dusty Pink - #27
2012,YiWan # 8001 - 95 GSM,Custom Color - Electric Blue - #61
2013,YiWan # 8001 - 95 GSM,Custom Color - Emerald Green - #82
2014,YiWan # 8001 - 95 GSM,Custom Color - Forest Green - #97
2015,YiWan # 8001 - 95 GSM,Custom Color - Fresh Mint - #105
2016,YiWan # 8001 - 95 GSM,Custom Color - Frost Blue - #115
2017,YiWan # 8001 - 95 GSM,Custom Color - Fuchsia - #73
2018,YiWan # 8001 - 95 GSM,Custom Color - Gold Beige - #13
2019,YiWan # 8001 - 95 GSM,Custom Color - Golden Beige - #74
2020,YiWan # 8001 - 95 GSM,Custom Color - Golden Yellow - #131
2021,YiWan # 8001 - 95 GSM,Custom Color - Grape Purple - #119
2022,YiWan # 8001 - 95 GSM,Custom Color - Grass Green - #132
2023,YiWan # 8001 - 95 GSM,Custom Color - Heather Grey - #114
2024,YiWan # 8001 - 95 GSM,Custom Color - Hot Pink - #47
2025,YiWan # 8001 - 95 GSM,Custom Color - Ice Blue - #14
2026,YiWan # 8001 - 95 GSM,Custom Color - Ice Grey - #99
2027,YiWan # 8001 - 95 GSM,Custom Color - Indigo - #89
2028,YiWan # 8001 - 95 GSM,Custom Color - Ivory - #24
2029,YiWan # 8001 - 95 GSM,Custom Color - Jet Black - #17
2030,YiWan # 8001 - 95 GSM,Custom Color - Khaki - #79
2031,YiWan # 8001 - 95 GSM,Custom Color - Lavender - #55
2032,YiWan # 8001 - 95 GSM,Custom Color - Lemon Yellow - #78
2033,YiWan # 8001 - 95 GSM,Custom Color - Light Blush - #18
2034,YiWan # 8001 - 95 GSM,Custom Color - Light Cream - #44
2035,YiWan # 8001 - 95 GSM,Custom Color - Light Cyan - #69
2036,YiWan # 8001 - 95 GSM,Custom Color - Light Grey - #2
2037,YiWan # 8001 - 95 GSM,Custom Color - Light Lavender - #129
2038,YiWan # 8001 - 95 GSM,Custom Color - Light Lilac - #62
2039,YiWan # 8001 - 95 GSM,Custom Color - Light Olive - #110
2040,YiWan # 8001 - 95 GSM,Custom Color - Light Peach - #101
2041,YiWan # 8001 - 95 GSM,Custom Color - Light Sage - #31
2042,YiWan # 8001 - 95 GSM,Custom Color - Lime Green - #71
2043,YiWan # 8001 - 95 GSM,Custom Color - Magenta - #68
2044,YiWan # 8001 - 95 GSM,Custom Color - Mahogany - #134
2045,YiWan # 8001 - 95 GSM,Custom Color - Mauve - #8
2046,YiWan # 8001 - 95 GSM,Custom Color - Midnight Blue - #85
2047,YiWan # 8001 - 95 GSM,Custom Color - Mint Green - #26
2048,YiWan # 8001 - 95 GSM,Custom Color - Mist Blue - #130
2049,YiWan # 8001 - 95 GSM,Custom Color - Moss Green - #39
2050,YiWan # 8001 - 95 GSM,Custom Color - Mustard - #35
2051,YiWan # 8001 - 95 GSM,Custom Color - Navy - #95
2052,YiWan # 8001 - 95 GSM,Custom Color - Neon Green - #124
2053,YiWan # 8001 - 95 GSM,Custom Color - Neon Orange - #77
2054,YiWan # 8001 - 95 GSM,Custom Color - Neon Red - #46
2055,YiWan # 8001 - 95 GSM,Custom Color - Nude Beige - #9
2056,YiWan # 8001 - 95 GSM,Custom Color - Ocean Blue - #93
2057,YiWan # 8001 - 95 GSM,Custom Color - Olive Drab - #96
2058,YiWan # 8001 - 95 GSM,Custom Color - Olive Green - #38
2059,YiWan # 8001 - 95 GSM,Custom Color - Orchid - #91
2060,YiWan # 8001 - 95 GSM,Custom Color - Pale Mint - #80
2061,YiWan # 8001 - 95 GSM,Custom Color - Pale Yellow - #3
2062,YiWan # 8001 - 95 GSM,Custom Color - Peach - #53
2063,YiWan # 8001 - 95 GSM,Custom Color - Pine Green - #118
2064,YiWan # 8001 - 95 GSM,Custom Color - Pink Beige - #32
2065,YiWan # 8001 - 95 GSM,Custom Color - Pistachio - #67
2066,YiWan # 8001 - 95 GSM,Custom Color - Plum Pink - #40
2067,YiWan # 8001 - 95 GSM,Custom Color - Powder Blue - #133
2068,YiWan # 8001 - 95 GSM,Custom Color - Powder Blue - #21
2069,YiWan # 8001 - 95 GSM,Custom Color - Pure White - #109
2070,YiWan # 8001 - 95 GSM,Custom Color - Purple Blue - #90
2071,YiWan # 8001 - 95 GSM,Custom Color - Raspberry - #122
2072,YiWan # 8001 - 95 GSM,Custom Color - Rose Beige - #29
2073,YiWan # 8001 - 95 GSM,Custom Color - Rose Pink - #66
2074,YiWan # 8001 - 95 GSM,Custom Color - Royal Blue - #52
2075,YiWan # 8001 - 95 GSM,Custom Color - Rust Orange - #127
2076,YiWan # 8001 - 95 GSM,Custom Color - Saddle Brown - #116
2077,YiWan # 8001 - 95 GSM,Custom Color - Sage Green - #30
2078,YiWan # 8001 - 95 GSM,Custom Color - Salmon Pink - #83
2079,YiWan # 8001 - 95 GSM,Custom Color - Sand Beige - #63
2080,YiWan # 8001 - 95 GSM,Custom Color - Sand Yellow - #37
2081,YiWan # 8001 - 95 GSM,Custom Color - Silver Grey - #19
2082,YiWan # 8001 - 95 GSM,Custom Color - Sky Blue - #6
2083,YiWan # 8001 - 95 GSM,Custom Color - Sky Yellow - #108
2084,YiWan # 8001 - 95 GSM,Custom Color - Slate Green - #48
2085,YiWan # 8001 - 95 GSM,Custom Color - Snow White - #60
2086,YiWan # 8001 - 95 GSM,Custom Color - Soft Beige - #51
2087,YiWan # 8001 - 95 GSM,Custom Color - Soft Blue - #102
2088,YiWan # 8001 - 95 GSM,Custom Color - Soft Cream - #10
2089,YiWan # 8001 - 95 GSM,Custom Color - Soft Lilac - #125
2090,YiWan # 8001 - 95 GSM,Custom Color - Soft Pink - #23
2091,YiWan # 8001 - 95 GSM,Custom Color - Steel Grey - #50
2092,YiWan # 8001 - 95 GSM,Custom Color - Sun Yellow - #87
2093,YiWan # 8001 - 95 GSM,Custom Color - Tan - #15
2094,YiWan # 8001 - 95 GSM,Custom Color - Taupe - #42
2095,YiWan # 8001 - 95 GSM,Custom Color - Teal - #57
2096,YiWan # 8001 - 95 GSM,Custom Color - Teal Blue - #28
2097,YiWan # 8001 - 95 GSM,Custom Color - Turquoise - #84
2098,YiWan # 8001 - 95 GSM,Custom Color - Vanilla - #56
2099,YiWan # 8001 - 95 GSM,Custom Color - Violet - #86
2100,YiWan # 8001 - 95 GSM,Custom Color - Warm Beige - #20
2101,YiWan # 8001 - 95 GSM,Custom Color - Wine Red - #22
2102,YiWan # 8001 - 95 GSM,MTO Color - Off White - #34
2103,Zhanye C32128,MTO Color -Navy White Mustard Stripes #1
2104,Zhanye C32128,MTO Color -Navy White Pink Stripes #3
