
> fp-erp@0.1.0 dev
> next dev

▲ Next.js 16.2.4 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.4.22:3000
- Environments: .env.local
✓ Ready in 366ms

 GET /api/icon?style=fpc35&color=Custom 404 in 15ms (next.js: 12ms, application-code: 3ms)
 GET /api/icon?style=fp101&color=Custom%20Color 200 in 25ms (next.js: 10ms, application-code: 15ms)
 GET /api/icon?style=fp124&color=Brown 200 in 31ms (next.js: 9ms, application-code: 22ms)
 GET /api/icon?style=fp100&color=True%20Blue 200 in 16ms (next.js: 1848µs, application-code: 14ms)
 GET /api/icon?style=fp82&color=Espresso%20Bean 200 in 17ms (next.js: 3ms, application-code: 14ms)
 GET /api/icon?style=fp117&color=Butter%20Yellow 200 in 17ms (next.js: 4ms, application-code: 14ms)
 GET /api/icon?style=fp117&color=Light%20Pink 200 in 18ms (next.js: 8ms, application-code: 11ms)
 GET /api/icon?style=fp29&color=Cherry%20Red 200 in 11ms (next.js: 977µs, application-code: 10ms)
 GET /api/icon?style=fp29&color=Dark%20Slate 200 in 11ms (next.js: 2ms, application-code: 9ms)
 GET /orders 200 in 108ms (next.js: 23ms, application-code: 85ms)
 GET /api/orders?kanban=1 200 in 19ms (next.js: 3ms, application-code: 16ms)
 GET /api/icon?style=fp94&color=Black 200 in 19ms (next.js: 13ms, application-code: 6ms)
 GET /api/icon?style=fp116&color=Light%20Pink 200 in 23ms (next.js: 9ms, application-code: 15ms)
 GET /api/icon?style=fp100&color=Light%20Pink 200 in 22ms (next.js: 11ms, application-code: 10ms)
 GET /api/icon?style=fp101&color=Light%20Pink 200 in 24ms (next.js: 10ms, application-code: 14ms)
 GET /api/icon?style=fp95&color=White 200 in 23ms (next.js: 13ms, application-code: 10ms)
